,Presence of Investment Promotion Unit,Land Use Plan,Population,Local Economy Growth,Availability of Basic Utilities,Budget for DRRMP,Capacity of School Services,Transportation Vehicles,Education,Poverty_Incidents,Cluster_Id
Maddela,1.0,0.9794800000000001,0.06429810736448961,0.00407716410585526,0.9511200000000001,0.16632962311406294,0.0646146512839071,0.03746519834310149,0.07301644574693399,0.08988021320902509,2
Madrid,0.79976,0.7892000000000001,0.02202823947374996,0.0022650911699195887,0.80252,0.006576459562994252,0.12410956243876145,0.011239559502930447,0.05000348035587697,0.2453928892115469,2
Madridejos,1.0,0.96924,0.05644276839129906,0.0019630790139303104,0.66072,0.007398517008368534,0.1714230229417317,0.058305214921451694,0.14731138957114892,0.22042934744537632,2
Magalang,0.0,0.96364,0.20916246111354778,0.005134206651817734,0.88736,0.01589311061056944,0.0031777697352741194,0.1210594221461467,0.348887919755778,0.03524062434327417,1
Magallanes (AN),0.75,0.78976,0.03184306264805098,0.0018120729359356708,0.625,0.009590670196033284,0.09851086179349772,0.01568855180617375,0.06520340194132822,0.23915200377000423,2
Magallanes (CE),1.0,0.98284,0.03259831677174719,0.0022650911699195887,0.8753600000000001,0.006302440414536158,0.17265882228322715,0.05455869508714155,0.17387573851020854,0.4291805972145272,2
Magallanes (SO),1.0,0.97716,0.05815166136242735,0.005436218807807013,0.41168,0.006850478711452346,0.10822071376239085,0.01522023682688498,0.07926688079141861,0.14783129230906394,2
Magarao,0.0,0.9885600000000001,0.037761540239504475,0.0018120729359356708,0.0,0.0,0.023303644725343544,0.015454394316529365,0.027416680990580273,0.1799272745798547,1
Magdalena,1.0,0.9025600000000001,0.041454280447991494,0.002416097247914228,0.87,0.006850478711452346,0.059141825628712785,0.021542489047283356,0.07472110984997525,0.07153965191143037,2
Magdiwang,0.0,0.9948800000000001,0.019821644476407108,0.0022650911699195887,0.0,0.01068674678986566,0.08438744074783495,0.0119420319718636,0.022160633339536384,0.3038534283476301,1
Magpet,1.0,0.9545600000000001,0.07866881831721617,0.0043791762618445385,0.9262800000000001,0.05891411691849017,0.04184063484777591,0.02880137122625927,0.0990125733183132,0.5031796674499615,2
Magsaysay (DS),1.0,0.99428,0.09095997010446583,0.003322133715882064,0.86252,0.01068674678986566,0.22262042423225914,0.06743735701758269,0.14574878081002776,0.12363194059695981,2
Magsaysay (LN),0.79976,0.97692,0.02614559259970673,0.0019630790139303104,0.5146000000000001,0.01068674678986566,0.12781696046324795,0.012878661930441137,0.022160633339536384,0.3005419381133421,2
Magsaysay (MO),1.0,0.94284,0.06577033084063476,0.0028691154818981457,0.7083200000000001,0.007398517008368534,0.13770335519521185,0.014517764357951827,0.16521036265308214,0.37797986359207536,2
Magsaysay (OM),0.0,0.9897600000000001,0.05572405882197524,0.0028691154818981457,0.45832,0.006850478711452346,0.05755294076107572,0.011473716992574831,0.04375304531139235,0.23966146380604858,1
Magsaysay (PN),0.0,0.15896,0.014272092862427331,0.0015100607799463925,0.42500000000000004,0.004932344672245689,0.05172702957973983,0.0,0.12614514362505327,0.2718848110858504,1
Magsingal,1.0,0.98284,0.046633165867622665,0.0021140850919249493,0.8997600000000001,0.006850478711452346,0.10257134534412575,0.0039806773239545335,0.09446680237686984,0.028362913856676154,2
Maguing,0.25,0.0,0.035737668014023616,0.0,0.0,0.0,0.0030012269722033353,0.0011707874482219216,0.014631700217770818,0.940805838412013,1
Mahaplag,0.75,0.95384,0.04153955107486042,0.0019630790139303104,0.8500000000000001,0.006850478711452346,0.08438744074783495,0.01568855180617375,0.02883723440978132,0.37785249858306424,2
Mahatao,0.53336,0.79232,0.0,0.005436218807807013,1.0,0.01068674678986566,0.031248069063528845,0.002341574896443843,0.011080316669768192,0.1991593909405269,2
Mahayag,0.79976,0.97144,0.07702779380420804,0.0028691154818981457,0.7675200000000001,0.006850478711452346,0.06902822036067671,0.02201080402657213,0.217770839163521,0.4225576167459513,2
Mahinog,1.0,0.95384,0.017477572345949047,0.017063686813394235,1.0,0.009042631899117096,0.2457475261945319,0.06181757726611746,0.12742364170233422,0.3075470136089512,2
Maigo,0.5,0.9846,0.03075194666750368,0.004228170183849899,0.8500000000000001,0.006850478711452346,0.12711078941096476,0.03348452101914696,0.1835355017607757,0.21100433677855684,2
Maimbung,0.79988,0.78888,0.059026990450490015,0.0,0.062200000000000005,0.0046583255237875945,0.26816845710452153,0.3472555571426219,0.07940893613333871,0.8790338090416419,2
Mainit,1.0,0.96412,0.041807544473591335,0.0013590547019517532,0.76,0.006576459562994252,0.22032536831233895,0.008195512137553452,0.1529936032479531,0.46815428997191605,2
Maitum,1.0,0.9897600000000001,0.070653379391537,0.004681188417833816,0.9547599999999999,0.2836098186541271,0.16489094070811264,0.02926968620554804,0.07401083314037472,0.4636965146565284,2
Majayjay,0.75,0.98284,0.04141251524299447,0.007248291743742683,0.8058400000000001,0.006850478711452346,0.08191584206484397,0.05596364002500785,0.064919291257488,0.011805462685236492,2
Makati,1.0,0.97648,1.0,0.6736381139340857,0.9962,0.9999999999999999,0.9194347100726453,0.7272931628354576,0.3554224654841027,0.0,0
Makato,1.0,0.7946,0.044762432727130895,0.019479784061308465,0.6784,0.005206363820703783,0.1099861413930987,0.01404944937866306,0.1583917062409171,0.15076068751631863,2
Makilala,1.0,0.97272,0.13896733303167189,0.0036241458718713417,0.97144,0.05480382969161877,0.0658504506254026,0.19809723623914913,0.1696140782526054,0.23061854816626232,2
Malabang,0.0,1.0,0.06954312102536607,0.0,0.0,0.008494593602200909,0.0,0.0,0.023297076074897227,0.8764865088614204,1
Malabon,1.0,1.0,0.6552392135180294,1.0,0.9868000000000001,0.3332072845250421,0.7773177858006639,0.26178807342242166,0.16109075773739912,0.3159531042036821,0
Malabuyoc,0.0,0.9846,0.026761629373412858,0.0027181094039035064,0.8,0.021647512728189416,0.19666863806085386,0.02552316637123789,0.19646253787550527,0.19342796553502856,1
Malalag,1.0,0.9897600000000001,0.06269536762272876,0.004983200573823095,0.9153600000000002,0.05480382969161877,0.0017654276307078442,0.01030292954435291,0.04403715599523256,0.3643518076278904,2
Malangas,0.0,0.8,0.048773632623720226,0.0021140850919249493,0.37376000000000004,0.006850478711452346,0.1325836150661591,0.0072588821789759134,0.10313217823399624,0.5541256710543911,1
Malapatan,0.75,0.85128,0.13355525855080733,0.004530182339839177,0.8684799999999999,0.06302440414536158,0.041664092084705125,0.027396426288392967,0.08864253335814554,0.14133567684949913,2
Malasiqui,0.0,0.99092,0.2197551612309184,0.009815395069651551,0.76824,0.05891411691849017,0.44453467741223524,0.05736858496287416,0.3554224654841027,0.006328767297760291,1
Malay,1.0,0.9272800000000001,0.09759541704836827,0.0055872248858016525,0.95948,0.05891411691849017,0.0623195953639869,0.9999999999999999,0.09830229660871267,0.1426093269396099,2
Malaybalay,1.0,0.97272,0.29693377963167195,0.10223111480237076,0.9099600000000001,0.7020370583496364,0.47631237476497634,0.07820860154122436,0.4738966206454704,0.24692126931967978,0
Malibcong,1.0,0.6000000000000001,0.0,0.0027181094039035064,0.97,0.01068674678986566,0.05967145391792513,0.003044047365376996,0.09659763250567142,0.20667392647218033,2
Malilipot,0.0,0.93332,0.058802502473630995,0.0019630790139303104,0.7000000000000001,0.006576459562994252,0.0,0.01241034695115237,0.11762182310984697,0.30436288838367437,1
Malimono,1.0,0.9838,0.02446628331545133,0.0037751519498659815,0.995,0.016715168055943724,0.12428610520183224,0.014986079337240598,0.16009637034395835,0.4200103165657299,2
Malinao (AK),1.0,0.97144,0.03571330497777535,0.0027181094039035064,0.8597600000000001,0.006850478711452346,0.10292443087026731,0.00702472468933153,0.08452292844246248,0.1578931280209388,2
Malinao (AY),0.0,0.9371600000000001,0.07188197250519951,0.0036241458718713417,0.65,0.007124497859910439,0.0714998190436677,0.04378745056349987,0.03466150342850563,0.4007782002050576,1
Malita,0.759,0.9846,0.19795198400559616,0.01011740722564083,0.9800000000000001,0.052611676503954014,0.3469065294340914,0.02809889875732612,0.3389440458213706,0.42828904215144975,2
Malitbog (BK),0.46155999999999997,0.96364,0.03560193109778328,0.0007550303899731963,0.8145600000000001,0.06603861477840062,0.031248069063528845,0.0025757323860882276,0.04900909296243624,0.4257417419712282,2
Malitbog (SL),0.0,0.77836,0.03351889149855663,0.000604024311978557,0.45872,0.0,0.0,0.00023415748964438434,0.04673620749171455,0.35199740175381616,1
Mallig,1.0,0.9897600000000001,0.05380285939211206,0.003020121559892785,0.64892,0.006028421266078065,0.17530696372928894,0.011239559502930447,0.11733771242600677,0.1801820045978768,2
Malolos,0.53336,0.984,0.4475739131884438,0.16218052776624256,0.98636,0.9999999999999999,1.0,0.46714419184054673,0.8334386910452561,0.00938552751402608,0
Malungon,1.0,0.99092,0.1765803805652432,0.0034731397938767027,0.7136800000000001,0.06823076796606536,0.13099473019852204,0.31283440616489744,0.39931756613741526,0.4076559106916557,2
Maluso,0.0,1.0,0.07262852554452134,0.0,0.81772,0.006576459562994252,0.2559870064526374,0.3606025340523519,0.4966254753526872,0.8986480204293473,1
Malvar,1.0,0.96364,0.09097041140571509,0.004681188417833816,0.99996,0.05891411691849017,0.040075207217068066,0.25687076613988963,0.13949834576554312,0.09179068834419121,2
Mamasapano,1.0,0.9384800000000001,0.04143861849611761,0.0,0.885,0.01068674678986566,0.10009974666113478,0.12082526465650231,0.21606617506047976,0.8972470053302255,2
Mambajao,1.0,0.97716,0.06456088011259589,0.0028691154818981457,0.9,0.006850478711452346,0.4574222991164024,0.10373176791246225,0.0846649837843826,0.24513815919352477,2
Mamburao,0.0,0.8,0.06783422805423778,0.003926158027860621,0.80612,0.18770311669379428,0.06496773681004867,0.027396426288392967,0.08296031968134134,0.13980729674136624,1
Mambusao,0.25,0.9199999999999999,0.06385783249514597,0.011929480161576501,0.46752000000000005,0.006850478711452346,0.09144915127066633,0.034421150977724496,0.06946506219893135,0.03320278419909699,1
Manabo,1.0,0.78888,0.011774881646980175,0.003020121559892785,0.9806400000000001,0.01068674678986566,0.06938130588681828,0.012878661930441137,0.10611534041431846,0.18502187494029765,2
Manaoag,1.0,0.9897600000000001,0.12538320010638931,0.0021140850919249493,0.74392,0.30443527393694225,0.11069231244538184,0.03512362344665765,0.12600308828313317,0.09140859331715798,2
Manapla,0.25,0.8,0.09087817991134665,0.0018120729359356708,0.7650000000000001,0.04822737012862452,0.04254680590005905,0.029035528715903654,0.021308301288015752,0.2771067764553044,1
Manay,1.0,0.9454400000000001,0.06191227002903454,0.004983200573823095,0.83408,0.054529810543160674,0.04254680590005905,0.009600457075419759,0.09233597224806828,0.44420966827783404,2
Mandaluyong,1.0,0.96924,0.7339596640699231,0.620785986635962,0.99048,0.9223484537099439,0.611720674040268,0.7703781409300244,0.27345653319620217,8.788185621764685e-05,0
Mandaon,0.0,0.0,0.06485323654757508,0.00015100607799463925,0.23908000000000001,0.09344052962421,0.2132636577895076,0.012878661930441137,0.1466011128615484,0.38447547905164015,1
Mandaue,1.0,0.95296,0.6926155915566176,1.0,0.9831200000000001,0.5894151883333598,0.7919708351355389,0.5542507779882577,0.26962103896435935,0.1389157416782887,0
Mangaldan,1.0,0.9897600000000001,0.19001485483928643,0.004530182339839177,0.87036,0.09563268281187474,0.15888848676370598,0.10864907519499432,0.1377936816625019,0.08644135796572608,2
Mangatarem,0.75,0.9846,0.12050363198923682,0.00800332213371588,0.74556,0.05891411691849017,0.21926611173391428,0.018966756661195128,0.19134854556638145,0.15852995306599418,2
Mangudadatu,0.0,0.4,0.0386473106288164,0.0,0.925,0.01068674678986566,0.017301190780936872,0.0,0.02145035662993586,0.634365626731368,1
Manila,1.0,1.0,0.3143811940191794,0.7562384385971535,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.06759133663208707,0
Manito,0.0,0.7538400000000001,0.0360439461840018,0.0019630790139303104,0.87252,0.009590670196033284,0.06779242101918122,0.00702472468933153,0.05753241347764254,0.4459927784039891,1
Manjuyod,0.25,0.7394000000000001,0.06671526860369247,0.009060364679678355,0.8740000000000001,0.05891411691849017,0.021891302620777268,0.006322252220398377,0.023297076074897227,0.291753752491578,1
Mankayan,1.0,0.9182000000000001,0.05561442515885804,0.00604024311978557,0.9472,0.05178961905857973,0.023303644725343544,0.008195512137553452,0.044747432704833084,0.10389036420024328,2
Manolo Fortich,1.0,0.9272800000000001,0.16743554088776946,0.004530182339839177,0.96932,0.0400067956748817,0.17866127622763384,0.058773529900740466,0.17813739876781173,0.2658986556623299,2
Mansalay,0.25,0.96364,0.08794765469405535,0.007852316055721242,0.8724000000000001,0.062476365848445396,0.0,0.0004683149792887687,0.021876522655696173,0.2688280508695846,1
Manticao,0.75,0.99428,0.05043553973922687,0.00407716410585526,0.76424,0.01150880423523994,0.1885476709595978,0.011005402013286064,0.15853376158283722,0.19712155079634974,2
Manukan,1.0,0.8,0.057239787719992295,0.0018120729359356708,0.775,0.006028421266078065,0.12375647691261987,0.012878661930441137,0.10284806755015605,0.5989581542262893,2
Mapanas,0.25,0.5722400000000001,0.01745494952657566,0.003322133715882064,0.36924,0.010138708492949473,0.15800577294835205,0.0,0.033240950009304576,0.5137509631978806,1
Mapandan,0.0,0.9885600000000001,0.05958385985045036,0.000604024311978557,0.76972,0.006850478711452346,0.16506748347118344,0.011707874482219216,0.18055233958045347,0.12694343083124773,1
Mapun,0.0,1.0,0.04532104234396611,0.0,0.41,0.00575440211761997,0.0,0.025054851391949122,0.31536285906263317,0.21164116182361217,1
Marabut,0.75,0.79444,0.022565966488086665,0.0,0.925,0.009590670196033284,0.13770335519521185,0.01241034695115237,0.023581186758737435,0.3214297995911583,2
Maragondon,0.26668,0.97144,0.05868938837676405,0.006644267431764128,0.83752,0.006850478711452346,0.35961760837518786,0.07727197158264683,0.08068743421061966,0.05026969540658095,1
Maragusan,1.0,0.97272,0.09892668295764846,0.0036241458718713417,0.9243600000000001,0.047953350980166426,0.06832204930839357,0.19762892125986037,0.15029455175147113,0.2616956103649644,2
Maramag,1.0,0.97272,0.1707054083956616,0.00604024311978557,0.94072,0.050967561613205446,0.32925225312701295,0.09202389343024305,0.4304276860179182,0.27048379598672856,2
Marantao,1.0,0.99092,0.050430319088602245,0.0,0.0,0.053433733949328294,0.0,0.0,0.040059606421469614,0.8288519954912785,2
Marawi,1.0,0.0,0.34419806995330593,0.0,0.0,0.0,0.0,0.0,0.36579250544427044,0.7767597068057491,2
Marcos,1.0,0.9885600000000001,0.024389713772956782,0.033372343236815274,0.7000000000000001,0.006850478711452346,0.09498000653208202,0.010537087033997293,0.0507137570654775,0.03575008437931848,2
Margosatubig,1.0,0.96572,0.060325192239147556,0.0018120729359356708,0.75752,0.006850478711452346,0.10027628942420556,0.0056197797514652235,0.11691154640024644,0.3834565589795515,2
Maria,1.0,0.9818,0.017112126802225073,0.007550303899731963,0.9548000000000001,0.053433733949328294,0.3573225524552677,0.07680365660335807,0.16577858402076256,0.2892064523113565,2
Maria Aurora,1.0,0.96364,0.07128507811711701,0.0057382309637962915,0.7843200000000001,0.052885695652412114,0.15076751966244992,0.010537087033997293,0.13324791072105852,0.1246508606690484,2
Maribojoc,1.0,0.96,0.02905001456387489,0.0018120729359356708,0.8825200000000001,0.01644114890748563,0.10839725652546164,0.016859339254395672,0.04900909296243624,0.10962178960574162,2
Marihatag,0.75,0.94284,0.02687996412090443,0.0018120729359356708,0.31152,0.006850478711452346,0.21414637160486152,0.004448992303243302,0.10384245494359677,0.4537620439536646,2
Marikina,1.0,0.8,0.8433827609452553,0.721658046736381,1.0,0.5554368139245561,0.8998384633717883,0.2060585908870582,0.3579794616386647,0.03320278419909699,0
Marilao,1.0,0.87272,0.4358518123192786,0.0037751519498659815,0.88736,0.058640097770032075,0.2540450360588588,0.20207791356310367,0.24987534643746476,0.017918983117768062,2
Maripipi,0.75,0.66488,0.004730483737481858,0.0,0.25,0.01068674678986566,0.03883940787557257,0.0016391024275106902,0.04133810449875056,0.2321469282743952,2
Mariveles,1.0,0.96364,0.2538703728459888,0.0043791762618445385,0.9589600000000001,0.0578180403246578,0.22597473673060406,0.12550841444939,0.19987186608158777,0.03447643428920773,2
Marogong,0.25,0.0,0.030148091411921686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Masantol,1.0,0.96364,0.09396358443050191,0.003020121559892785,0.9885600000000001,0.05178961905857973,0.08085658548641926,0.05455869508714155,0.06818656412165042,0.10248934910112145,2
Masbate,1.0,0.9996,0.17493935605223507,0.628336290535694,0.97616,0.5442020288377744,0.4261742300528736,0.26319301836028797,0.20768490988719354,0.2210661724904317,0
Masinloc,1.0,0.9818,0.08794069382655585,0.0036241458718713417,0.87012,0.06494253818456823,0.13717372690599952,0.08172096388589013,0.15199921585451237,0.09433798852441269,2
Masiu,1.0,0.99232,0.04382097539782294,0.0,0.0,0.01068674678986566,0.0,0.0,0.0369343888992273,0.9261588623757394,2
Maslog,0.0,0.94596,0.002457760498893715,0.0,0.88752,0.2589480952928987,0.054728256551943175,0.0011707874482219216,0.011080316669768192,0.9073088410421005,1
Mataasnakahoy,1.0,0.94872,0.043840117783446576,0.003322133715882064,0.9,0.007124497859910439,0.16983413807409461,0.039572615749900945,0.1073938384915994,0.0888612931369365,2
Matag-Ob,0.0,0.44104000000000004,0.023540487938017263,0.0013590547019517532,0.50468,0.007124497859910439,0.03689743748179394,0.008195512137553452,0.021024190604175545,0.3437186761680963,1
Matalam,0.75,0.9818,0.13115375926347836,0.007701309977726603,0.9874800000000001,0.04329502545637883,0.06196650983784533,0.03254789106056942,0.08537526049398313,0.4293079622235383,2
Matalom,0.0,0.7946,0.05068613096920902,0.001661066857941032,0.71352,0.007124497859910439,0.09533309205822359,0.017795969212973207,0.07656782929493662,0.3097122187621395,1
Matanao,1.0,0.96364,0.09181441659002998,0.015855638189437124,0.924,0.052611676503954014,0.09321457890137418,0.017093496744040055,0.10227984618247561,0.23978882881505964,2
Matanog,1.0,0.9885600000000001,0.05575538272572301,0.0,0.95252,0.00575440211761997,0.061260338785562196,0.06696904203829392,0.009233597224806826,0.7956097281393881,2
Mati,1.0,0.96364,0.24981218709377784,0.08894257993884253,0.627,0.7020370583496364,0.5693504109032798,0.13627965897303168,0.5994735429028432,0.2460297142566023,0
Matnog,0.0,0.7946,0.08004010921461852,0.0,0.25416,0.0,0.0,0.1807695820054647,0.020171858552654916,0.44484649332288934,1
Matuguinao,0.0,0.39444,0.007781083919139603,0.0021140850919249493,0.8575200000000001,0.05315971480087021,0.06885167759760592,0.008897984606486603,0.03338300535122468,0.4785982207108242,1
Matungao,0.75,0.9948800000000001,0.018727048062110063,0.002567103325908867,0.28332,0.010960765938323753,0.028246842091325507,0.003044047365376996,0.022160633339536384,0.49375465678314195,2
Mauban,1.0,0.97272,0.11674476353950451,0.004228170183849899,0.91472,0.05727000202774161,0.08368126969555181,0.04355329307385548,0.1927690989855825,0.07332276203758542,2
Mawab,1.0,0.9948800000000001,0.05754954632372023,0.0018120729359356708,0.8925200000000001,0.006028421266078065,0.17813164793842148,0.06767151450722707,0.181262616290054,0.20196142113877055,2
Mayantoc,0.75,0.9897600000000001,0.049774257326773964,0.005285212729812374,0.8,0.007124497859910439,0.1687748814956699,0.0025757323860882276,0.17089257632988636,0.05969470607340045,2
Maydolong,0.25,0.6000000000000001,0.018704425242736675,0.0022650911699195887,0.8566800000000001,0.006850478711452346,0.033190039457307474,0.009600457075419759,0.03437739274466541,0.5631685866941774,1
Mayorga,0.25,0.4,0.022912269646187002,0.0,0.0,0.9999999999999999,0.0669097072038273,0.011707874482219216,0.1554085440605949,0.34855854651051715,1
Mayoyao,0.7992400000000001,0.78976,0.023208106514915932,0.019781796217297743,0.6708400000000001,0.01287889997753041,0.04819617431832415,0.008195512137553452,0.040911938472990246,0.1938100605620618,2
Medellin,1.0,0.8154,0.08933808797708133,0.005285212729812374,0.89956,0.05480382969161877,0.052786286158164546,0.032313733570925034,0.06932300685701126,0.22934489807615155,2
Medina,1.0,0.9885600000000001,0.050313724557985544,0.001661066857941032,0.8525200000000001,0.006850478711452346,0.1158120525744346,0.07867691652051313,0.10213779084055552,0.20336243623789235,2
Mendez,0.7996400000000001,0.9589600000000001,0.05374543223524115,0.0037751519498659815,0.9,0.006850478711452346,0.149884805847096,0.06673488454864954,0.15427210132523406,0.08962548319100294,2
Mercedes,0.75,0.96364,0.08152277399201292,0.0028691154818981457,0.67284,0.28497991439641757,0.05825911181335886,0.009600457075419759,0.12571897759929293,0.45490832903476425,2
Mercedes (ES),0.0,0.6000000000000001,0.003611524286936546,0.0,0.4,0.0019181340392066567,0.028246842091325507,0.0004683149792887687,0.007102767096005252,0.4417897331066236,1
Merida,0.0,0.99232,0.05074007769233018,0.005436218807807013,0.50188,0.01068674678986566,0.058965282865641996,0.014283606868307444,0.0366502782153871,0.26487973559024125,1
Mexico,0.76924,0.9818,0.2948072346105734,0.0036241458718713417,0.9824400000000001,0.040828853120255984,0.12287376309726596,0.017093496744040055,0.09162569553846775,0.03065548401887549,2
Meycauayan,1.0,0.9818,0.3857683706603454,0.20642530861867184,0.99828,0.8431569198055546,0.49237776620441775,0.33390858023289205,0.4345472909336013,0.03791528953250674,0
Miag-ao,1.0,0.96364,0.11158328028862209,0.005134206651817734,0.99996,0.06028421266078064,0.12110833546655811,0.050812175252831396,0.2454716308379415,0.19406479058008394,2
Midsalip,0.25,0.97144,0.05171285892538591,0.0015100607799463925,0.7581600000000001,0.006850478711452346,0.07044056246524298,0.008195512137553452,0.047872650227075396,0.5492858007119703,1
Midsayap,1.0,0.97272,0.2570114643051401,0.004530182339839177,0.9168,0.05151559991012164,0.6290218648212049,0.6942769567955995,0.12586103294121306,0.286659152131135,0
Milagros,0.0,0.7818,0.09306389230619098,0.002416097247914228,0.24996000000000002,0.06001019351232255,0.019772789463927857,0.038635985791323414,0.04730442885939498,0.4352941176470588,1
Milaor,0.25,0.97144,0.047256163508828296,0.000604024311978557,0.8825200000000001,0.0,0.0,0.0,0.005398102992963991,0.19712155079634974,1
Mina,1.0,0.96924,0.034886701962209214,0.0022650911699195887,0.9925200000000001,0.01068674678986566,0.12446264796490301,0.025054851391949122,0.1893597707795,0.17674314935457783,2
Minalabac,0.75,0.97144,0.08421836993119594,0.0036241458718713417,0.7637200000000001,0.0,0.0,0.004448992303243302,0.03537178013810615,0.3823102738984519,2
Minalin,0.5,0.99428,0.07724010026294292,0.0027181094039035064,0.86252,0.011234785086781848,0.012887621704167263,0.03254789106056942,0.16535241799500225,0.0505244254246031,2
Minglanilla,0.5230800000000001,0.9025600000000001,0.22299196461818788,0.0037751519498659815,0.9589600000000001,0.04740531268325023,0.3255448551025265,0.14096280876591935,0.26706404280979745,0.07013863681230856,2
Mlang,1.0,0.9545600000000001,0.15849082615090648,0.004228170183849899,0.9306800000000002,0.05589990628545115,0.33137076628386236,0.08359422380304521,0.21848111587312152,0.2344394984365945,2
Moalboal,1.0,0.9025600000000001,0.04722135917133077,0.0019630790139303104,0.75,0.005206363820703783,0.11881327954663791,0.06462746714185007,0.1750121812455694,0.18731444510249698,2
Mobo,0.5,0.15384,0.060591445421003594,0.0,0.5,0.006850478711452346,0.0,0.004214834813598918,0.01804102842385334,0.2862770571041018,1
Mogpog,1.0,0.96,0.05229061092784476,0.0036241458718713417,0.83752,0.006850478711452346,0.18360447359361579,0.2866087673247264,0.17657479000669055,0.12592451075915914,2
Moises Padilla,0.0,0.90768,0.06506902344005971,0.002416097247914228,0.43124000000000007,0.006850478711452346,0.11192811178687732,0.018030126702617593,0.09943873934407353,0.3834565589795515,1
Molave,1.0,0.97272,0.085523532587353,0.004681188417833816,0.85956,0.0487754084255407,0.10521948679018751,0.026693953819459812,0.1856663318895773,0.20883913162536855,2
Moncada,0.78976,0.9363600000000001,0.10236709171927845,0.007097285665748045,0.5,0.04850138927708261,0.06320230917934082,0.03184541859163627,0.05028759103971718,0.06440721140681022,2
Mondragon,0.0,0.9897600000000001,0.06044004655288938,0.004832194495828456,0.6475200000000001,0.0,0.016948105254795304,0.002341574896443843,0.019745692526894596,0.4755414604945583,1
Monkayo,1.0,0.9818,0.16831783084333163,0.008607346445694438,0.9674,0.04822737012862452,0.13099473019852204,0.046831497928876864,0.4942105345400454,0.32919906514083386,2
Monreal,0.25,0.0,0.03936253976439046,0.0,0.064,0.0,0.0,0.0004683149792887687,0.03281478398354426,0.4787255857198352,1
Montevista,1.0,0.9846,0.07029489471531254,0.0022650911699195887,0.83752,0.0,0.2438055558007533,0.04402160805314426,0.3554224654841027,0.32677912996962344,2
Morong (BN),0.7993600000000001,0.98284,0.05464164392580233,0.002416097247914228,0.7275200000000001,0.006576459562994252,0.08138621377563163,0.25101682889878,0.15356182461563353,0.020593648307000622,2
Morong (RL),1.0,0.97272,0.11686657872074584,0.007248291743742683,0.9949600000000001,0.0756292849744339,0.4298816280773601,0.06837398697616022,0.24447724344450075,0.09930522387584459,2
Motiong,1.0,0.98284,0.019631960837045617,0.006795273509758766,0.67376,0.006850478711452346,0.02224438814691884,0.0014049449378663059,0.029831621803222057,0.3651159976819568,2
Mulanay,1.0,0.97272,0.08549394890048011,0.0036241458718713417,0.8222400000000001,0.04630923608941785,0.15165023347780382,0.021308331557638973,0.13750957097866165,0.24131720892319253,2
Mulondo,0.25,0.0,0.021008472385072585,0.0,0.875,0.0,0.17177610846787325,0.025289008881593508,0.0031252175222423106,0.9679345853313718,1
Munai,0.75,0.9885600000000001,0.050428578871727366,0.0019630790139303104,0.42708000000000007,0.006850478711452346,0.010239480258105496,0.0037465198343101494,0.009659763250567142,0.43491202262002565,2
Muntinlupa,1.0,0.95384,0.9387605674234628,0.7923288912378722,1.0,0.9999999999999999,0.7937362627662468,0.4254641586838463,1.0,0.24284558903132542,0
Murcia,0.26668,0.8182,0.1476980010929251,0.003322133715882064,0.83752,0.06028421266078064,0.2635783452646811,0.01404944937866306,0.10952466862040097,0.5677537270185762,1
Mutia,0.75,0.9846,0.01345419093123558,0.002567103325908867,0.70252,0.01068674678986566,0.09886394731963928,0.0028098898757326117,0.033240950009304576,0.04237306484789434,2
Naawan,1.0,0.96572,0.029963628423184827,0.0022650911699195887,0.8569200000000001,0.006850478711452346,0.07097019075445533,0.01241034695115237,0.12813391841193475,0.1842576848862312,2
Nabas,0.75,0.90768,0.06375689991640315,0.0018120729359356708,0.8825200000000001,0.006576459562994252,0.18307484530440346,0.02926968620554804,0.16521036265308214,0.18731444510249698,2
Nabua,0.25,0.9230800000000001,0.13900735801979405,0.0027181094039035064,0.9179200000000001,0.0756292849744339,0.42246683202838714,0.027864741267681736,0.05256047651043886,0.16973807385896872,1
Nabunturan,1.0,0.9363600000000001,0.1361534023449973,0.007097285665748045,0.9222,0.04822737012862452,0.24309938474847012,0.07118387685189283,0.17671684534861065,0.19495634564316144,2
Naga (CS),1.0,0.99992,0.3570495715742657,0.11838876514779717,1.0,0.9999999999999999,1.0,0.8518649473262702,1.0,0.38969744442109416,0
Naga (CU),1.0,0.99092,0.19447851112334355,0.12639208728151305,0.9067600000000001,0.7020370583496364,0.36226574982124965,0.32618138307462735,0.27260420114468153,0.1669360436607251,0
Naga (ZS),0.5,0.96572,0.06569028086439047,0.0022650911699195887,0.6457600000000001,0.0,0.10327751639640889,0.011473716992574831,0.09531913442839049,0.08822446809188111,2
Nagbukel,1.0,0.9897600000000001,0.0022002084014120576,0.013439540941522894,0.7450000000000001,0.010960765938323753,0.035308552614156885,0.003044047365376996,0.022160633339536384,0.055109565749001777,2
Nagcarlan,0.5,0.9272800000000001,0.10278126333549895,0.00407716410585526,0.9603600000000001,0.05644794458236733,0.10557257231632909,0.05385622261820839,0.047730594885155284,0.002253087009405911,2
Nagtipunan,1.0,0.9545600000000001,0.037248176261416036,0.01600664426743176,0.99996,0.05891411691849017,0.0038839407875572575,0.009834614565064142,0.03906521902802888,0.25660101000452146,2
