,Presence of Investment Promotion Unit,Land Use Plan,Population,Local Economy Growth,Availability of Basic Utilities,Budget for DRRMP,Capacity of School Services,Transportation Vehicles,Education,Poverty_Incidents,Cluster_Id
Naguilian (IA),1.0,0.97716,0.05184685562475136,0.0010570425459624747,0.71096,0.006850478711452346,0.07962078614492378,0.020137544109417052,0.0819659322879006,0.1524164326334626,2
Naguilian (LU),1.0,0.9897600000000001,0.08740470702909402,0.011174449771603305,0.8074,0.05891411691849017,0.03672089471872316,0.035591938425946414,0.11804798913560727,0.007857147405893185,2
Naic,1.0,0.96924,0.27320070189211215,0.003926158027860621,0.97144,0.05891411691849017,0.30224121037718293,0.10349761042281788,0.18524016586381695,0.04886868030745914,2
Nampicuan,1.0,0.9846,0.01823108625277038,0.012684510551549696,0.16636,0.009590670196033284,0.08244547035405632,0.0039806773239545335,0.12074704063208928,0.05638321583911253,2
Narra,1.0,0.9272800000000001,0.1204531656998654,0.0036241458718713417,0.9575200000000001,0.05480382969161877,0.12340339138647832,0.03395283599843573,0.10299012289207614,0.10376299919123219,2
Narvacan,1.0,0.9545600000000001,0.069628391652235,0.0018120729359356708,0.7518400000000001,0.05891411691849017,0.05614059865650945,0.021308331557638973,0.13367407674681883,0.05116125046965847,2
Nasipit,1.0,0.7946,0.06606268727561394,0.0019630790139303104,0.7325200000000001,0.006850478711452346,0.08209238482791475,0.05455869508714155,0.137935737004422,0.22272191760757565,2
Nasugbu,0.0,0.8545600000000001,0.22643411359669274,0.003020121559892785,0.8085200000000001,0.05891411691849017,0.34178678930503864,0.09577041326455318,0.12145731734168981,0.14031675677741057,1
Natividad,0.79988,0.97144,0.03533393769905237,0.0019630790139303104,0.70752,0.007124497859910439,0.1043367729748336,0.01732765423368444,0.10057518207943436,0.11777315018245038,2
Natonin,0.7993600000000001,0.7946,0.011040510125782475,0.0028691154818981457,0.89752,0.006576459562994252,0.02754067103904237,0.0037465198343101494,0.04389510065331245,0.2658986556623299,2
Naujan,1.0,0.9545600000000001,0.17228726553492393,0.0043791762618445385,0.95276,0.05891411691849017,0.09127260850759555,0.04987554529425386,0.11918443187096812,0.1301275560565246,2
Naval,1.0,0.8,0.0943064071548525,0.007399297821737323,0.94652,0.05480382969161877,0.028423384854396293,0.038401828301679035,0.06946506219893135,0.2632239904730973,2
Navotas,1.0,0.9846,0.423826913713885,0.7713390463966173,1.0,0.2079805336796932,0.2935906149867145,0.25312424630557945,0.06989122822469167,0.14783129230906394,0
New Bataan,0.76924,0.96364,0.07610199842677397,0.01842274151534599,0.92016,0.05891411691849017,0.04554803287226238,0.011707874482219216,0.10924055793656076,0.2981220029421317,2
New Corella,0.74876,0.96364,0.08848886214214181,0.003171127637887424,0.8402799999999999,0.04822737012862452,0.08632941114161358,0.004917307282532071,0.04105399381491035,0.2214482675174649,2
New Lucena,1.0,0.97144,0.03536004095217551,0.0018120729359356708,0.6638000000000001,0.006850478711452346,0.10945651310388635,0.016391024275106903,0.12330403678665117,0.1251603207050927,2
New Washington,1.0,0.9846,0.07650050809112059,0.0022650911699195887,0.885,0.00575440211761997,0.20320072029447286,0.07633534162406928,0.22814087912368866,0.1166268651013507,2
Norala,1.0,0.8564,0.07421560333440831,0.0018120729359356708,0.8775200000000001,0.004932344672245689,0.19066618411644717,0.0238840639437272,0.10810411520119993,0.2853855020410243,2
Northern Kabuntalan,0.5,0.77692,0.03877608667755723,0.0,0.0,0.020825455282815132,0.010592565784247067,0.008429669627197836,0.04588387544019393,0.8063083888963184,1
Norzagaray,1.0,0.9589600000000001,0.22982927671957595,0.013892559175506811,0.9892799999999999,0.12330861680614222,0.0060024539444066705,0.011239559502930447,0.10526300836279782,0.07701634729890658,2
Noveleta,0.75,0.99428,0.07283039070200696,0.0027181094039035064,0.9,0.006850478711452346,0.052433200632022975,0.07094971936224845,0.15143099448683195,0.02390513854128856,2
Nueva Era,1.0,0.96,0.01387532341495559,0.0018120729359356708,0.71,0.006850478711452346,0.01959624670085707,0.010068772054708526,0.029547511119381843,0.04976023537053666,2
Nueva Valencia,1.0,0.95384,0.06232644164525503,0.002567103325908867,0.86252,0.006850478711452346,0.15482800321307794,0.020371701599061435,0.12088909597400938,0.1659171235886365,2
Numancia,1.0,0.6000000000000001,0.05516196877139027,0.0018120729359356708,0.6952400000000001,0.006576459562994252,0.11245774007608969,0.002341574896443843,0.15668704213787585,0.056255850830101456,2
Nunungan,0.0,0.7838,0.02501097119728754,0.0019630790139303104,0.13,0.006302440414536158,0.009886394731963928,0.0037465198343101494,0.007670988463685672,0.5352756497207521,1
Oas,0.0,0.8182,0.1113135466730163,0.002416097247914228,0.7689600000000001,0.05891411691849017,0.0714998190436677,0.009132142096130988,0.13679929426906115,0.40778327570066675,1
Obando,0.75,0.4,0.09742313557775553,0.0,0.45984,0.01068674678986566,0.005825911181335886,0.03090878863305873,0.07443699916613504,0.03141967407294194,2
Ocampo,0.0,0.93332,0.07298352978699606,0.0019630790139303104,0.66124,0.0,0.017301190780936872,0.019669229130128283,0.04915114830435634,0.3667717427991008,1
Odiongan,1.0,0.9818,0.07199682681894133,0.005134206651817734,0.9949600000000001,0.0010960765938323753,0.18219213148904953,0.15407562818600487,0.2267203257044876,0.09433798852441269,2
Old Panamao,0.0,0.2,0.06439381929260779,0.000604024311978557,0.08928000000000001,0.0,0.0,0.01990338661977267,0.05256047651043886,1.0,1
Olongapo,1.0,0.95384,0.4460564440735518,1.0,0.7028800000000001,0.1241306742515165,0.5172702957973984,0.0941313108370425,0.279991078924527,0.1287265409574028,0
Olutanga,0.0,0.78976,0.05993886409292507,0.001661066857941032,0.7028,0.006850478711452346,0.0939207499536573,0.002107417406799459,0.06548751262516841,0.43847824287233567,1
Omar,0.0,0.96924,0.03675569488582611,1.0,0.0,0.017811244649776098,0.0,0.04285082060492233,0.054833361981160546,0.9829636563946786,1
Opol,1.0,0.9818,0.10847177251634368,0.004832194495828456,0.89644,0.05014550416783117,0.04342951971541297,0.11145896507072695,0.05213431048467855,0.13331168128180146,2
Orani,1.0,0.9818,0.1154587432689711,0.004228170183849899,0.97236,0.05891411691849017,0.10574911507939988,0.09459962581633126,0.0848070391263027,0.056892675875156826,2
Oras,1.0,0.9897600000000001,0.056635932464410295,1.0,0.645,0.13536545933829836,0.12075524994041655,0.11988863469792478,0.13708340495290136,0.675377159632934,2
Orion,1.0,0.96364,0.09880312755953226,0.00619124919778021,0.98744,0.058092059473115895,0.07556030259429573,0.119420319718636,0.05852680087108327,0.08032783753319452,2
Ormoc,1.0,0.9818,0.3672489826779143,0.06281852844576993,0.9568,0.8250716560073205,0.4870814833122942,0.21238084310745659,0.5693578104157809,0.25379897980627786,0
Oroquieta,1.0,0.99992,0.12007031798739266,0.1277511419834648,0.9614800000000001,0.3074494845699813,0.32377942747181865,0.10724413025712802,0.29945266076758137,0.17012016888600195,2
Oslob,0.79976,0.9846,0.041588277147356946,0.0013590547019517532,0.8400000000000001,0.00575440211761997,0.07979732890799456,0.017093496744040055,0.27800230413764554,0.2599125002388094,2
Oton,1.0,0.96364,0.16447543198360529,0.005134206651817734,0.9039600000000001,0.058640097770032075,0.06479119404697789,0.04823644286674317,0.051708144458918234,0.12044781537168295,2
Ozamiz,0.75,0.992,0.23726000277529677,0.23526746951564795,0.88912,0.7020370583496364,0.5439282530210868,0.3933845826025657,0.6358397104343901,0.2410624789051704,0
Padada,1.0,0.9885600000000001,0.0445292436658975,0.0027181094039035064,0.875,0.008494593602200909,0.46077661161474737,0.038635985791323414,0.26294443789411437,0.09293697342529088,2
Padre Burgos (QN),1.0,0.87692,0.03213367886615528,0.007097285665748045,0.52,0.007124497859910439,0.088447924298463,0.018732599171550745,0.10085929276327456,0.07408695209165186,2
Padre Burgos (SL),0.5,0.8,0.01246748796318085,0.002567103325908867,0.10664000000000001,0.0046583255237875945,0.028246842091325507,0.0,0.10810411520119993,0.27748887148233764,1
Padre Garcia,0.5,0.83636,0.07710436334670258,0.00407716410585526,0.97716,0.05891411691849017,0.07962078614492378,0.05924184488002923,0.026138182913299324,0.2383878137159378,2
Paete,0.5,0.68572,0.03672089054832859,0.001661066857941032,0.8325200000000001,0.006850478711452346,0.18660570056581915,0.018498441681906362,0.09730790921527195,0.04071731973075038,2
Pagadian,1.0,0.9272800000000001,0.3592805296078568,0.12956321491940048,0.89516,0.7020370583496364,0.7617820226504348,0.26576875074637624,0.8011921284293922,0.15127014755236295,0
Pagagawan,0.0,0.9461600000000001,0.05798286032556437,0.0,0.7675200000000001,0.01068674678986566,0.054551713788872386,0.0730571367690479,0.08111360023637997,0.8322908507345776,1
Pagalungan,0.5,0.99092,0.07358042417507855,0.0,0.6538,0.05891411691849017,0.011298736836530203,0.0016391024275106902,0.02116624594609565,0.7509046099765011,1
Pagayawan,1.0,1.0,0.01591311737543546,0.0,0.7875200000000001,0.01068674678986566,0.015888848676370596,0.0,0.03437739274466541,1.0,2
Pagbilao,1.0,0.9182000000000001,0.13000347590918526,0.0037751519498659815,0.8069200000000001,0.062476365848445396,0.24415864132689488,0.026693953819459812,0.09375652566726932,0.05243490055976921,2
Paglat,1.0,1.0,0.025637449272242922,0.0,0.9575200000000001,0.010412727641407566,0.12552190454332773,0.046597340439232485,0.13509463016601989,0.8989027504473694,2
Pagsanghan,0.0,0.4,0.006898793963577436,0.003171127637887424,0.8250000000000001,0.05480382969161877,0.05384554273658925,0.017093496744040055,0.05739035813572243,0.3437186761680963,1
Pagsanjan,1.0,0.9885600000000001,0.0664229121687133,0.0019630790139303104,0.9,0.007398517008368534,0.20814391766045484,0.3610708490316406,0.2085372419387142,0.0018709919823726856,2
Pagudpud,1.0,0.9230800000000001,0.03626669394398594,0.0021140850919249493,0.88332,0.006850478711452346,0.07750227298807437,0.014751921847596211,0.06548751262516841,0.04441090499207152,2
Pakil,1.0,0.99232,0.03620578635336528,0.003926158027860621,0.9575200000000001,0.01068674678986566,0.09480346376901123,0.017561811723328824,0.3294263379127236,0.014607492883480126,2
Palanan,1.0,0.8,0.02436013008608389,0.0,0.22608000000000003,0.05891411691849017,0.0038839407875572575,0.003044047365376996,0.04858292693667592,0.3707200580784441,2
Palanas,0.0,0.0,0.03868037474943904,0.001208048623957114,0.4,0.03507445100263601,0.0,0.018498441681906362,0.041906325866430984,0.36053085735755813,1
Palapag,0.7993600000000001,0.9897600000000001,0.05271348362843964,0.0015100607799463925,0.56392,0.006850478711452346,0.09144915127066633,0.0009366299585775374,0.044747432704833084,0.48140025090906774,2
Palauig,0.5,0.97144,0.062281196006508256,0.017667711125372795,0.6860400000000001,0.05946215521540636,0.18872421372266854,0.018498441681906362,0.08736403528086459,0.10350826917321004,2
Palayan,0.6603600000000001,0.992,0.07202467028893934,0.08260032466306767,0.9122400000000002,0.0,0.0,0.0,0.04332687928563203,0.046321380127237646,2
Palimbang,0.5230800000000001,0.7909200000000001,0.15040577855023227,0.001661066857941032,0.25632000000000005,0.05891411691849017,0.04466531905690846,0.008429669627197836,0.07173794766965304,0.7426258843907813,1
Palo,0.5,0.8051200000000001,0.11495408037525703,0.0027181094039035064,0.48792,0.006576459562994252,0.06337885194241161,0.02552316637123789,0.2010083088169486,0.20832967158932428,1
Palompon,0.5,0.96364,0.09416893002173729,0.004228170183849899,0.50196,0.05891411691849017,0.045901118398403946,0.122464367084013,0.1832513910769355,0.23724152863483816,1
Paluan,0.0,0.7892000000000001,0.02093538327632779,0.002416097247914228,0.38752000000000003,0.006850478711452346,0.0,0.0077271971582646825,0.017046641030412604,0.2604219602748537,1
Pambujan,0.0,0.7459600000000001,0.05488179385453522,0.0022650911699195887,0.54412,0.021647512728189416,0.04501840458305002,0.05736858496287416,0.03949138505378919,0.5411344401352616,1
Pamplona (CG),0.79988,0.54872,0.03411056523601449,0.0003020121559892785,0.39752000000000004,0.006850478711452346,0.07891461509264064,0.01522023682688498,0.07230616903733346,0.36473390265492356,2
Pamplona (CS),0.5,0.9897600000000001,0.06149635819593915,0.000604024311978557,0.09832,0.0,0.06532082233619023,0.00023415748964438434,0.0821079876298207,0.18094619465194325,1
Pamplona (NR),0.0,0.97716,0.05847360148427943,0.0028691154818981457,0.71252,0.006850478711452346,0.0805034999602777,0.009366299585775372,0.04616798612403414,0.2981220029421317,1
Panabo,1.0,0.9119999999999999,0.33235067346914965,0.08546944014496581,0.8169200000000001,0.7080654796157145,0.47066300634671127,0.9999999999999999,0.44562760760336945,0.08223831266836062,0
Panaon,1.0,0.9461600000000001,0.010814281932048586,0.015553626033447843,0.945,0.010960765938323753,0.12552190454332773,0.029035528715903654,0.1498683857257108,0.20234351616580373,2
Panay,1.0,0.94284,0.07812761086912971,0.0021140850919249493,0.7671600000000001,0.006576459562994252,0.058965282865641996,0.02809889875732612,0.034235337402745314,0.0505244254246031,2
Pandag,1.0,0.0,0.03891356381067244,0.0,1.0,0.01068674678986566,0.013064164467238048,0.0,0.02343913141681733,0.8659152131135013,2
Pandami,0.0,0.0,0.038093921662605806,0.000604024311978557,0.0,0.0,0.054375171025801604,0.0018732599171550747,0.05185019980083833,0.8645141980143793,1
Pandan (AE),0.75,0.96,0.05279527382155882,0.0019630790139303104,0.77536,0.006028421266078065,0.19472666766707522,0.018264284192261976,0.14745344491306903,0.26182297537397553,2
Pandan (CT),0.0,0.0,0.02875069726139621,0.0,0.0,0.0,0.0,0.0,0.0,0.21049487674251252,1
Pandi,0.75,0.9384800000000001,0.2629821484028399,0.0028691154818981457,0.86792,0.056173925433909234,0.31389303273985475,0.0702472468933153,0.11151344340728245,0.06236937126263302,2
Panganiban,0.75,0.9846,0.009951134362110058,0.007097285665748045,0.49996,0.05891411691849017,0.02771721380211315,0.056666112493941004,0.07443699916613504,0.2513790446350674,2
Pangantucan,1.0,0.90908,0.08549916955110473,0.023707954245158362,0.9176000000000001,0.04329502545637883,0.06761587825611044,0.014283606868307444,0.09176775088038785,0.37581465843888706,2
Pangil,1.0,0.9846,0.036599075367087265,0.0021140850919249493,0.8675200000000001,0.00575440211761997,0.067968963782252,0.03348452101914696,0.05824269018724306,0.045939285100204424,2
Panglao,0.7996400000000001,0.96,0.05143790465915549,0.0019630790139303104,0.775,0.006850478711452346,0.24292284198539937,0.04214834813598917,0.1779953434258916,0.13254749122773501,2
Panglima Estino,0.0,0.2,0.04319623753974244,0.0,0.10664000000000001,0.0,0.0,0.013346976909729906,0.034945614112345834,1.0,1
Panglima Sugala,1.0,0.97144,0.0766745297786082,0.0,0.36252,0.0,0.006885167759760592,0.010771244523641678,0.003551383548002626,0.32257608467225796,2
Pangutaran,0.0,0.0,0.04632166704701985,0.000604024311978557,0.0,0.0,0.0,0.0016391024275106902,0.005682213676804201,0.9495940240337771,1
Paniqui,1.0,0.96364,0.17229596661929833,0.008758352523689077,0.8785600000000001,0.05727000202774161,0.33048805246850843,0.09647288573348634,0.19660459321742535,0.03040075400085335,2
Panitan,0.7996400000000001,0.94284,0.06712073913553859,0.003020121559892785,0.86252,0.035622489299552196,0.09374420719058653,0.029972158674481195,0.090631308145027,0.03320278419909699,2
Pantabangan,1.0,0.93332,0.04832291645312733,0.003171127637887424,0.99996,0.0,0.0,0.010771244523641678,0.027558736332500375,0.17597895930051138,2
Pantao Ragat,1.0,0.9846,0.0415412912917353,0.0021140850919249493,0.16040000000000001,0.00575440211761997,0.013593792756450401,0.0028098898757326117,0.009943873934407352,0.5134962331798584,2
Pantar,0.0,0.91284,0.03093814987311542,0.0,0.47916000000000003,0.01918134039206657,0.18642915780274835,0.020371701599061435,0.006818656412165041,0.4400066229804686,1
Pantukan,1.0,0.96364,0.14253129719141808,0.0043791762618445385,0.91084,0.05836607862157398,0.2402747005393376,0.09015063351308797,0.233965148142413,0.32576020989753485,2
Panukulan,0.5,0.8971600000000001,0.02154619939940929,0.0013590547019517532,0.55504,0.00575440211761997,0.04554803287226238,0.12550841444939,0.02713257030674006,0.25609154996847716,1
Paoay,1.0,0.96,0.03655556994521537,0.0018120729359356708,0.7658800000000001,0.009864689344491378,0.05366899997351846,0.04168003315670041,0.0738687777984546,0.029509198937775826,2
Paombong,0.0,0.6378400000000001,0.08997152691953622,0.0018120729359356708,0.88752,0.006028421266078065,0.048372717081394935,0.016391024275106903,0.06435106988980757,0.03804265454151781,1
Paracale,0.0,0.99428,0.09598049578848328,0.0007550303899731963,0.795,0.007124497859910439,0.06355539470548238,0.12223020959436862,0.028126957700180796,0.45108737876443206,1
Paracelis,1.0,0.95384,0.04198504659482869,0.0036241458718713417,0.63848,0.030690144627306508,0.06143688154863298,0.004683149792887686,0.07827249339797787,0.3621866024747021,2
Paranaque,1.0,0.87692,1.0,0.9930159688927477,0.96692,0.6433969605796044,0.6013046510190918,0.4971163505150279,0.503017965739092,0.30882066369906197,0
Paranas,0.0,0.96364,0.0493861889636766,0.004530182339839177,0.9874800000000001,0.07261507434139486,0.06496773681004867,0.012176189461507983,0.12543486691545275,0.9549433544122422,1
Parang (MA),1.0,0.9818,0.17214108731743435,0.0,0.7334800000000001,0.05891411691849017,0.0,0.03629441089487957,0.0366502782153871,0.5969203140821122,2
